,loss,accuracy,val_loss,val_accuracy
0,1.2629382610321045,0.43604880571365356,1.1710282564163208,0.4727488160133362
1,1.0760056972503662,0.5104289650917053,1.0450268983840942,0.5450236797332764
2,1.018551230430603,0.5493900179862976,0.9733526110649109,0.5533175468444824
3,0.9610111713409424,0.5623770356178284,1.040770173072815,0.5556871891021729
4,0.9544432163238525,0.5690672993659973,0.9296830296516418,0.5983412265777588
5,0.9379691481590271,0.5792995095252991,0.9839320182800293,0.5746445655822754
6,0.9339802861213684,0.5698543787002563,0.939773678779602,0.571090042591095
7,0.912490725517273,0.5918929576873779,0.896199643611908,0.6113743782043457
8,0.9135592579841614,0.588744580745697,0.940464198589325,0.5876777172088623
9,0.9136934280395508,0.5796930193901062,0.8876087069511414,0.6172986030578613
10,0.859953761100769,0.6060606241226196,0.895067572593689,0.5924170613288879
11,0.8537400960922241,0.6229830980300903,0.8993836045265198,0.6078199148178101
12,0.8427663445472717,0.6182605028152466,0.8701584339141846,0.6161137223243713
13,0.8701410293579102,0.6072412729263306,0.9745417833328247,0.5805687308311462
14,0.8788465857505798,0.593467116355896,0.9182112812995911,0.5687204003334045
15,0.8385390639305115,0.6214088797569275,0.898730456829071,0.6113743782043457
16,0.8064919114112854,0.6367571949958801,0.865584671497345,0.6172986030578613
17,0.8363532423973083,0.6328217387199402,0.8991051912307739,0.6196682453155518
18,0.830453097820282,0.6292797923088074,1.0754183530807495,0.5154028534889221
19,0.8933305144309998,0.5974025726318359,0.9339261651039124,0.549763023853302
20,0.8083406686782837,0.6434474587440491,0.9040968418121338,0.6078199148178101
21,0.7735968232154846,0.6591892838478088,0.9242730140686035,0.5758293867111206
22,0.8177298307418823,0.6206218004226685,0.9569987058639526,0.5983412265777588
23,0.8093065619468689,0.6320346593856812,0.9699532985687256,0.549763023853302
24,0.8031066656112671,0.6505312919616699,0.8770177960395813,0.6172986030578613
25,0.7487435936927795,0.6737505197525024,0.8886672258377075,0.5829383730888367
26,0.7542292475700378,0.6619440913200378,0.8956641554832458,0.6196682453155518
27,0.7575953006744385,0.6702085733413696,0.9095451235771179,0.6137440800666809
28,0.7577027678489685,0.6639118194580078,0.8686049580574036,0.629146933555603
29,0.7213813662528992,0.6859503984451294,0.868784487247467,0.6220378875732422
