,loss,accuracy,val_loss,val_accuracy
0,1.3058773279190063,0.440377801656723,1.2337623834609985,0.45497629046440125
1,1.2323869466781616,0.4565131962299347,1.2250381708145142,0.4514217972755432
2,1.2272720336914062,0.4537583589553833,1.2295503616333008,0.47037914395332336
3,1.215272068977356,0.4647776484489441,1.2197264432907104,0.4620853066444397
4,1.2167764902114868,0.46359699964523315,1.2182880640029907,0.45734596252441406
5,1.2128368616104126,0.4675324559211731,1.2086085081100464,0.45734596252441406
6,1.2103079557418823,0.47186148166656494,1.209428071975708,0.45497629046440125
7,1.2008610963821411,0.467926025390625,1.206762433052063,0.46800947189331055
8,1.1972743272781372,0.47461628913879395,1.2094535827636719,0.46800947189331055
9,1.192413568496704,0.4757969379425049,1.200561761856079,0.45734596252441406
10,1.180542230606079,0.4793388545513153,1.2137689590454102,0.45616114139556885
11,1.1784508228302002,0.49153876304626465,1.2061371803283691,0.4620853066444397
12,1.1713557243347168,0.4848484992980957,1.2048280239105225,0.4526066482067108
13,1.1616743803024292,0.5001967549324036,1.1984412670135498,0.475118488073349
14,1.154746413230896,0.4986225962638855,1.199689269065857,0.47867298126220703
15,1.1435822248458862,0.5045257806777954,1.192120909690857,0.4763033092021942
16,1.1303969621658325,0.5190869569778442,1.1836721897125244,0.4857819974422455
17,1.1198089122772217,0.5186934471130371,1.1793233156204224,0.48341232538223267
18,1.1114237308502197,0.5289255976676941,1.1752989292144775,0.49644550681114197
19,1.0938234329223633,0.5391578078269958,1.1961759328842163,0.43127962946891785
20,1.0942559242248535,0.536796510219574,1.1671710014343262,0.49644550681114197
21,1.0669320821762085,0.5517512559890747,1.1934901475906372,0.48222747445106506
22,1.0504614114761353,0.5690672993659973,1.1969776153564453,0.4893364906311035
23,1.0434162616729736,0.5706414580345154,1.1853575706481934,0.4632701277732849
24,1.0238057374954224,0.5891381502151489,1.2283741235733032,0.4395734667778015
25,1.0090785026550293,0.5855962038040161,1.1902744770050049,0.4976303279399872
26,0.9850689172744751,0.595434844493866,1.1907612085342407,0.4597156345844269
27,0.9778807163238525,0.6092090010643005,1.2473076581954956,0.3898104131221771
28,0.9682624936103821,0.6072412729263306,1.1865296363830566,0.4893364906311035
29,0.933641791343689,0.6253443360328674,1.2033205032348633,0.49644550681114197
