,loss,accuracy,val_loss,val_accuracy
0,1.1974916458129883,0.4628099203109741,1.0611553192138672,0.5059241652488708
1,1.0384937524795532,0.538764238357544,1.0428929328918457,0.5165876746177673
2,0.9946551322937012,0.5533254742622375,0.9821937680244446,0.5568720102310181
3,0.9788122177124023,0.5651318430900574,0.9929692149162292,0.5130331516265869
4,0.943386971950531,0.5808736681938171,0.9621153473854065,0.5462085604667664
5,0.9353246688842773,0.5785123705863953,0.928951621055603,0.579383909702301
6,0.894618570804596,0.6001574397087097,0.931541383266449,0.5651658773422241
7,0.9005638360977173,0.6021251678466797,0.9543917775154114,0.5592417120933533
8,0.8759511709213257,0.6158992648124695,0.9395963549613953,0.5426540374755859
9,0.8652792572975159,0.6119638085365295,0.9167190194129944,0.5663506984710693
10,0.8397784233093262,0.6292797923088074,0.9535068869590759,0.5699052214622498
11,0.8249284029006958,0.6343958973884583,0.9384921789169312,0.5734597444534302
12,0.8239959478378296,0.6379378437995911,0.9834741353988647,0.49644550681114197
13,0.8024005889892578,0.645415186882019,0.9655093550682068,0.571090042591095
14,0.7855852246284485,0.648169994354248,0.9485796689987183,0.5722748637199402
15,0.7780314683914185,0.645415186882019,0.9679571390151978,0.5485782027244568
16,0.7728201746940613,0.6654860377311707,0.9420453310012817,0.571090042591095
17,0.7558279037475586,0.6674537658691406,0.9464985728263855,0.579383909702301
18,0.7365942001342773,0.6816214323043823,0.9532389640808105,0.571090042591095
19,0.7561798095703125,0.6623376607894897,0.9558384418487549,0.5805687308311462
20,0.7443438768386841,0.6682408452033997,1.0074024200439453,0.5687204003334045
21,0.7565481662750244,0.6682408452033997,0.9370136260986328,0.5829383730888367
22,0.7517833113670349,0.6552538275718689,0.9599348306655884,0.5805687308311462
23,0.7235581874847412,0.6674537658691406,0.9502438902854919,0.5853080749511719
24,0.750119149684906,0.6658795475959778,0.9971811771392822,0.5699052214622498
25,0.6783902645111084,0.7103502750396729,1.0433764457702637,0.49170616269111633
26,0.7192286849021912,0.6768988370895386,0.9716509580612183,0.5864928960800171
27,0.664175808429718,0.7162534594535828,1.0118322372436523,0.5746445655822754
28,0.6501173973083496,0.7166469693183899,0.966585636138916,0.578199028968811
29,0.6724966764450073,0.6997244954109192,0.9811778664588928,0.579383909702301
