,loss,binary_accuracy,precision,true_positives,false_negatives,val_loss,val_binary_accuracy,val_precision,val_true_positives,val_false_negatives
0,0.6315021514892578,0.6687672138214111,0.6370322704315186,1992.0,547.0,0.6094291806221008,0.7121749520301819,0.6829765439033508,670.0,176.0
1,0.5786260962486267,0.7258763313293457,0.709689199924469,1941.0,598.0,0.5739803314208984,0.7115839123725891,0.7438691854476929,546.0,300.0
2,0.5357522964477539,0.7304056882858276,0.7244819402694702,1888.0,651.0,0.5414320826530457,0.7245863080024719,0.6987447738647461,668.0,178.0
3,0.5208874344825745,0.7402520775794983,0.7288072109222412,1943.0,596.0,0.541138768196106,0.7346335649490356,0.7522236108779907,592.0,254.0
4,0.5121822953224182,0.7459629774093628,0.7362845540046692,1946.0,593.0,0.5425356030464172,0.7222222089767456,0.7454308271408081,571.0,275.0
5,0.5087917447090149,0.7463568449020386,0.7366628646850586,1947.0,592.0,0.5336781740188599,0.7216312289237976,0.7267230749130249,601.0,245.0
6,0.503149151802063,0.7562032341957092,0.7401255369186401,2005.0,534.0,0.5270261168479919,0.7328605055809021,0.7367788553237915,613.0,233.0
7,0.49944978952407837,0.7538400888442993,0.7474088072776794,1947.0,592.0,0.522068977355957,0.7364066243171692,0.721238911151886,652.0,194.0
8,0.48782676458358765,0.7646711468696594,0.7520630359649658,2005.0,534.0,0.5261170864105225,0.7281323671340942,0.7359412908554077,602.0,244.0
9,0.4802570044994354,0.770185112953186,0.7600454688072205,2005.0,534.0,0.5226794481277466,0.7434988021850586,0.7373272180557251,640.0,206.0
10,0.4800216853618622,0.7709728479385376,0.757485032081604,2024.0,515.0,0.5267823934555054,0.7281323671340942,0.7580214142799377,567.0,279.0
11,0.47061729431152344,0.772548258304596,0.7637194991111755,2004.0,535.0,0.5142202973365784,0.741134762763977,0.7281879186630249,651.0,195.0
12,0.4646555185317993,0.7774714231491089,0.7687905430793762,2015.0,524.0,0.514621376991272,0.7434988021850586,0.7536945939064026,612.0,234.0
13,0.458843469619751,0.7853485345840454,0.7722660899162292,2055.0,484.0,0.5463407635688782,0.7216312289237976,0.7836611270904541,518.0,328.0
14,0.45367300510406494,0.7843639254570007,0.7734848260879517,2042.0,497.0,0.513190746307373,0.741725742816925,0.7425860166549683,626.0,220.0
15,0.4435270130634308,0.7936195135116577,0.7824933528900146,2065.0,474.0,0.5058954954147339,0.7517730593681335,0.7578692436218262,626.0,220.0
16,0.43856748938560486,0.8003150820732117,0.790255069732666,2076.0,463.0,0.5125539302825928,0.7440898418426514,0.7657657861709595,595.0,251.0
17,0.43231120705604553,0.8050413727760315,0.7961758971214294,2082.0,457.0,0.4997594356536865,0.7511820197105408,0.724392831325531,686.0,160.0
18,0.414409339427948,0.8131154179573059,0.8002265691757202,2119.0,420.0,0.5072619318962097,0.7387706637382507,0.7200435996055603,661.0,185.0
19,0.40908193588256836,0.8176447153091431,0.8056082129478455,2126.0,413.0,0.5090911984443665,0.7488179802894592,0.7647798657417297,608.0,238.0
20,0.40705424547195435,0.8158723711967468,0.8047112226486206,2118.0,421.0,0.4939730167388916,0.7565011978149414,0.7535046935081482,645.0,201.0
21,0.39869424700737,0.8202047944068909,0.8114942312240601,2118.0,421.0,0.5138912796974182,0.7547281384468079,0.7339848279953003,676.0,170.0
22,0.3917365074157715,0.8274911642074585,0.8129469156265259,2160.0,379.0,0.5226513147354126,0.7440898418426514,0.7912552952766418,561.0,285.0
23,0.3820130228996277,0.8272942304611206,0.8186349868774414,2135.0,404.0,0.5057862401008606,0.7517730593681335,0.7578692436218262,626.0,220.0
24,0.37111541628837585,0.8347774744033813,0.8266717791557312,2151.0,388.0,0.5035650730133057,0.7570921778678894,0.7561837434768677,642.0,204.0
25,0.3642879128456116,0.8416699767112732,0.8330134153366089,2170.0,369.0,0.5002365112304688,0.758274257183075,0.7514384388923645,653.0,193.0
26,0.3525628447532654,0.8550610542297363,0.8476668000221252,2198.0,341.0,0.5267274379730225,0.7399527430534363,0.7365967631340027,632.0,214.0
27,0.34483596682548523,0.8519101738929749,0.8432577848434448,2195.0,344.0,0.5206990242004395,0.7488179802894592,0.7557715773582458,622.0,224.0
28,0.3382011353969574,0.8631350994110107,0.8573643565177917,2212.0,327.0,0.5173868536949158,0.7606382966041565,0.7572928667068481,649.0,197.0
29,0.32059958577156067,0.8696337342262268,0.8647493124008179,2225.0,314.0,0.5538046360015869,0.758865237236023,0.7181274890899658,721.0,125.0
