,loss,binary_accuracy,precision,true_positives,false_negatives,val_loss,val_binary_accuracy,val_precision,val_true_positives,val_false_negatives
30,0.2947452664375305,0.8909019231796265,0.8875439167022705,2273.0,266.0,0.29927194118499756,0.8817967176437378,0.8882211446762085,739.0,107.0
31,0.29323557019233704,0.8901142477989197,0.8867629766464233,2271.0,268.0,0.3073512613773346,0.8817967176437378,0.9173126816749573,710.0,136.0
32,0.2923036217689514,0.8922803997993469,0.8930544853210449,2263.0,276.0,0.30409035086631775,0.8841607570648193,0.9134860038757324,718.0,128.0
33,0.29292625188827515,0.8887357115745544,0.883152186870575,2275.0,264.0,0.29714491963386536,0.8835697174072266,0.8708571195602417,762.0,84.0
34,0.2904476821422577,0.8914927244186401,0.8894984126091003,2270.0,269.0,0.2964201867580414,0.8865247964859009,0.885613203048706,751.0,95.0
35,0.2883262634277344,0.8948404788970947,0.8914486765861511,2283.0,256.0,0.29705825448036194,0.8829787373542786,0.8741339445114136,757.0,89.0
36,0.28735116124153137,0.8930681347846985,0.8889321684837341,2281.0,258.0,0.29661136865615845,0.8829787373542786,0.8732718825340271,758.0,88.0
37,0.286871999502182,0.894249677658081,0.8894941806793213,2286.0,253.0,0.2962370216846466,0.8853427767753601,0.8880952596664429,746.0,100.0
38,0.2846781313419342,0.8958251476287842,0.8944270014762878,2279.0,260.0,0.29606229066848755,0.8823876976966858,0.8714121580123901,759.0,87.0
39,0.2847330570220947,0.8956282138824463,0.8919235467910767,2286.0,253.0,0.29586634039878845,0.8835697174072266,0.8760139346122742,756.0,90.0
40,0.2827862501144409,0.8954312801361084,0.8921874761581421,2284.0,255.0,0.29525431990623474,0.8806146383285522,0.8709677457809448,756.0,90.0
41,0.28307563066482544,0.8954312801361084,0.8943440914154053,2277.0,262.0,0.2948870360851288,0.8865247964859009,0.885613203048706,751.0,95.0
42,0.28193727135658264,0.8964158892631531,0.8914819359779358,2292.0,247.0,0.29443109035491943,0.8806146383285522,0.8726851940155029,754.0,92.0
43,0.27970337867736816,0.8972036242485046,0.8913465142250061,2297.0,242.0,0.29481643438339233,0.8853427767753601,0.8890214562416077,745.0,101.0
44,0.2786526381969452,0.896612823009491,0.892439603805542,2290.0,249.0,0.2979429364204407,0.8841607570648193,0.9052368998527527,726.0,120.0
45,0.2782066762447357,0.8989759683609009,0.8975667357444763,2287.0,252.0,0.2948145866394043,0.8847517967224121,0.8898203372955322,743.0,103.0
46,0.277201384305954,0.8977944254875183,0.8933022022247314,2294.0,245.0,0.29372891783714294,0.8853427767753601,0.8799533843994141,755.0,91.0
47,0.27616241574287415,0.8979913592338562,0.8939571380615234,2293.0,246.0,0.29861360788345337,0.8847517967224121,0.9094339609146118,723.0,123.0
48,0.27700135111808777,0.9011421799659729,0.8980070352554321,2298.0,241.0,0.2940143346786499,0.8835697174072266,0.885850191116333,745.0,101.0
49,0.2743355631828308,0.8985821008682251,0.895312488079071,2292.0,247.0,0.29583749175071716,0.8817967176437378,0.8637387156486511,767.0,79.0
50,0.27449649572372437,0.9005513787269592,0.897265613079071,2297.0,242.0,0.2978314757347107,0.8853427767753601,0.9105793237686157,723.0,123.0
51,0.27641159296035767,0.8974005579948425,0.8944488167762756,2288.0,251.0,0.2946756184101105,0.8888888955116272,0.9012194871902466,739.0,107.0
52,0.2708563208580017,0.9025206565856934,0.9014139771461487,2295.0,244.0,0.2972138226032257,0.8865247964859009,0.9037036895751953,732.0,114.0
53,0.2735975980758667,0.9025206565856934,0.8989071249961853,2303.0,236.0,0.30154234170913696,0.8865247964859009,0.9181585907936096,718.0,128.0
54,0.27048346400260925,0.9029145240783691,0.9014913439750671,2297.0,242.0,0.2980162799358368,0.8859338164329529,0.9086357951164246,726.0,120.0
55,0.2681937515735626,0.9038991928100586,0.9023146629333496,2300.0,239.0,0.29361045360565186,0.8800236582756042,0.8699654936790466,756.0,90.0
56,0.26736438274383545,0.9038991928100586,0.9054962396621704,2290.0,249.0,0.29255440831184387,0.8817967176437378,0.8764568567276001,752.0,94.0
57,0.27039778232574463,0.9021268486976624,0.90070641040802,2295.0,244.0,0.2938217222690582,0.8782505989074707,0.8636363744735718,760.0,86.0
58,0.2660621404647827,0.9033083915710449,0.900626003742218,2302.0,237.0,0.2979716360569,0.8853427767753601,0.9075000286102295,726.0,120.0
59,0.26781120896339417,0.8997637033462524,0.8986645936965942,2288.0,251.0,0.2980710566043854,0.8859338164329529,0.9086357951164246,726.0,120.0
60,0.2662208378314972,0.9015360474586487,0.9005894064903259,2292.0,247.0,0.2919576168060303,0.8871158361434937,0.8857479095458984,752.0,94.0
61,0.2638624310493469,0.9050807356834412,0.9025440216064453,2306.0,233.0,0.29208654165267944,0.8853427767753601,0.8844339847564697,750.0,96.0
62,0.26409292221069336,0.9062622785568237,0.9046685099601746,2306.0,233.0,0.2957681119441986,0.8841607570648193,0.8982843160629272,733.0,113.0
63,0.26293447613716125,0.9056715369224548,0.9032889604568481,2307.0,232.0,0.29219311475753784,0.8877068758010864,0.8886256217956543,750.0,96.0
64,0.26432687044143677,0.9033083915710449,0.9012539386749268,2300.0,239.0,0.29515695571899414,0.8847517967224121,0.9003689885139465,732.0,114.0
65,0.26006075739860535,0.909807026386261,0.9069221615791321,2319.0,220.0,0.29219353199005127,0.8847517967224121,0.8852071166038513,748.0,98.0
66,0.2646617889404297,0.9038991928100586,0.902946949005127,2298.0,241.0,0.29227587580680847,0.8853427767753601,0.8918269276618958,742.0,104.0
67,0.2593822777271271,0.9094131588935852,0.9058961272239685,2320.0,219.0,0.29211923480033875,0.8859338164329529,0.8873072266578674,748.0,98.0
68,0.2611185610294342,0.9058684706687927,0.9042761921882629,2305.0,234.0,0.2978857159614563,0.8806146383285522,0.858574628829956,771.0,75.0
69,0.2596493363380432,0.9064592123031616,0.9037558436393738,2310.0,229.0,0.2915785610675812,0.8888888955116272,0.8907363414764404,750.0,96.0
70,0.25641128420829773,0.9078377485275269,0.9046502709388733,2315.0,224.0,0.295024573802948,0.8847517967224121,0.9003689885139465,732.0,114.0
71,0.2574443221092224,0.9100039601325989,0.9121140241622925,2304.0,235.0,0.2930075526237488,0.8782505989074707,0.862811803817749,761.0,85.0
72,0.2561741769313812,0.9068530797958374,0.9025720953941345,2316.0,223.0,0.29190611839294434,0.8865247964859009,0.8892857432365417,747.0,99.0
