,loss,binary_accuracy,precision,true_positives,false_negatives,val_loss,val_binary_accuracy,val_precision,val_true_positives,val_false_negatives
0,0.7181609272956848,0.6339110136032104,0.6162790656089783,1802.0,737.0,0.632964015007019,0.6542553305625916,0.6241674423217773,656.0,190.0
1,0.5939741730690002,0.6847183704376221,0.6591989398002625,1942.0,597.0,0.6144008636474609,0.6702127456665039,0.6454545259475708,639.0,207.0
2,0.5740672945976257,0.7051988840103149,0.6880866289138794,1906.0,633.0,0.6147621273994446,0.6743499040603638,0.6612021923065186,605.0,241.0
3,0.5453559756278992,0.7313902974128723,0.713403582572937,1964.0,575.0,0.599004328250885,0.6849882006645203,0.6865316033363342,576.0,270.0
4,0.5229228734970093,0.7453721761703491,0.7273722887039185,1993.0,546.0,0.590825080871582,0.7133569717407227,0.6847492456436157,669.0,177.0
5,0.5056896805763245,0.7536431550979614,0.747122049331665,1947.0,592.0,0.5966941714286804,0.6997635960578918,0.690744936466217,612.0,234.0
6,0.47796666622161865,0.7715635895729065,0.7598944306373596,2016.0,523.0,0.6662702560424805,0.695035457611084,0.7037037014961243,570.0,276.0
7,0.4658137857913971,0.7780622243881226,0.7688499689102173,2019.0,520.0,0.6053908467292786,0.7109929323196411,0.7211896181106567,582.0,264.0
8,0.44051945209503174,0.7944072484970093,0.7856324315071106,2056.0,483.0,0.5909214019775391,0.7186761498451233,0.7046459913253784,637.0,209.0
9,0.443651020526886,0.7924379706382751,0.7952286005020142,2000.0,539.0,0.6128640174865723,0.7198581695556641,0.7066666483879089,636.0,210.0
10,0.41713747382164,0.8070106506347656,0.7967262864112854,2093.0,446.0,0.6262960433959961,0.7139480113983154,0.7090069055557251,614.0,232.0
11,0.4142798185348511,0.8131154179573059,0.8060046434402466,2094.0,445.0,0.6134348511695862,0.7169030904769897,0.7036625742912292,634.0,212.0
12,0.39807307720184326,0.8192201852798462,0.8111324310302734,2113.0,426.0,0.6038232445716858,0.7151300311088562,0.7214111685752869,593.0,253.0
13,0.38663744926452637,0.8257187604904175,0.8217898607254028,2112.0,427.0,0.602393388748169,0.7157210111618042,0.7124563455581665,612.0,234.0
14,0.37134602665901184,0.8270972967147827,0.8263261318206787,2103.0,436.0,0.6700689792633057,0.7222222089767456,0.7052401900291443,646.0,200.0
15,0.3627716302871704,0.8343836069107056,0.8390575051307678,2101.0,438.0,0.6492584943771362,0.7033097147941589,0.6755102276802063,662.0,184.0
16,0.3570663034915924,0.833202064037323,0.8341231942176819,2112.0,427.0,0.6423343420028687,0.7192671298980713,0.7287299633026123,591.0,255.0
17,0.3572130501270294,0.8337928056716919,0.8359096050262451,2109.0,430.0,0.6729246377944946,0.7021276354789734,0.6788703203201294,649.0,197.0
18,0.3296019732952118,0.8503347635269165,0.8533968925476074,2148.0,391.0,0.6905240416526794,0.7228132486343384,0.7257484793663025,606.0,240.0
19,0.32236629724502563,0.8528948426246643,0.8538704514503479,2162.0,377.0,0.6466383934020996,0.7027186751365662,0.6964490413665771,608.0,238.0
20,0.3267533779144287,0.8501378297805786,0.857602596282959,2132.0,407.0,0.7064284682273865,0.7121749520301819,0.6856256723403931,663.0,183.0
21,0.31369689106941223,0.8544702529907227,0.8602882027626038,2149.0,390.0,0.682716965675354,0.7180851101875305,0.7362356185913086,575.0,271.0
22,0.30229875445365906,0.8611658215522766,0.870954692363739,2153.0,386.0,0.6914800405502319,0.7121749520301819,0.70561283826828,616.0,230.0
23,0.3016757071018219,0.8637259006500244,0.8689572215080261,2175.0,364.0,0.703898012638092,0.7039006948471069,0.6733668446540833,670.0,176.0
24,0.28685280680656433,0.869239866733551,0.873654842376709,2192.0,347.0,0.7003942728042603,0.7228132486343384,0.7419769167900085,578.0,268.0
25,0.2724669873714447,0.8719968199729919,0.8831642866134644,2177.0,362.0,0.7248197793960571,0.7151300311088562,0.7106481194496155,614.0,232.0
26,0.27119144797325134,0.8747538328170776,0.8798403143882751,2204.0,335.0,0.7166287302970886,0.7115839123725891,0.6975717544555664,632.0,214.0
27,0.2575635612010956,0.8773139119148254,0.8872271776199341,2195.0,344.0,0.7713339328765869,0.7068557739257812,0.6910480260848999,633.0,213.0
28,0.24779866635799408,0.8914927244186401,0.9008064270019531,2234.0,305.0,0.7574969530105591,0.7127659320831299,0.7022472023963928,625.0,221.0
29,0.2394922822713852,0.8891295790672302,0.8955163955688477,2237.0,302.0,0.8068480491638184,0.7222222089767456,0.7222222089767456,611.0,235.0
