,loss,binary_accuracy,precision,true_positives,false_negatives,val_loss,val_binary_accuracy,val_precision,val_true_positives,val_false_negatives
0,0.6655540466308594,0.5959038734436035,0.6014160513877869,1444.0,1095.0,0.6533984541893005,0.6170212626457214,0.6228287816047668,502.0,344.0
1,0.6438608169555664,0.6205198764801025,0.617241382598877,1611.0,928.0,0.6489527821540833,0.6300236582756042,0.6233183741569519,556.0,290.0
2,0.6221625208854675,0.6490744352340698,0.6513394713401794,1629.0,910.0,0.6393420100212097,0.631205677986145,0.6101190447807312,615.0,231.0
3,0.6050827503204346,0.6616778373718262,0.6570991277694702,1717.0,822.0,0.631406307220459,0.6353427767753601,0.6696296334266663,452.0,394.0
4,0.5928424596786499,0.6817644834518433,0.6800624132156372,1743.0,796.0,0.6148325800895691,0.6501182317733765,0.7028753757476807,440.0,406.0
5,0.5713872313499451,0.7012603282928467,0.6972972750663757,1806.0,733.0,0.5999290943145752,0.6761229038238525,0.6384758353233337,687.0,159.0
6,0.5724822878837585,0.6969279050827026,0.6909855008125305,1809.0,730.0,0.5852815508842468,0.6914893388748169,0.6749460101127625,625.0,221.0
7,0.531089186668396,0.7327688336372375,0.7317647337913513,1866.0,673.0,0.5562061071395874,0.7234042286872864,0.7467362880706787,572.0,274.0
8,0.5083690285682678,0.7532492876052856,0.749805748462677,1930.0,609.0,0.555266261100769,0.7340425252914429,0.7045454382896423,682.0,164.0
9,0.5075216889381409,0.7583694458007812,0.7621902227401733,1907.0,632.0,0.5429767370223999,0.73758864402771,0.7278911471366882,642.0,204.0
10,0.47555848956108093,0.7729421257972717,0.7711267471313477,1971.0,568.0,0.5487582683563232,0.7364066243171692,0.6908397078514099,724.0,122.0
11,0.4649295210838318,0.783970057964325,0.7838582396507263,1991.0,548.0,0.5266048908233643,0.7399527430534363,0.7382628917694092,629.0,217.0
12,0.4604910612106323,0.7853485345840454,0.7826765775680542,2006.0,533.0,0.5357497930526733,0.741725742816925,0.8002936840057373,545.0,301.0
13,0.4518894553184509,0.7869240045547485,0.7837942838668823,2012.0,527.0,0.5264759659767151,0.7547281384468079,0.8013985753059387,573.0,273.0
14,0.43464407324790955,0.7967703938484192,0.7933048009872437,2038.0,501.0,0.5541085600852966,0.7263593673706055,0.8093699812889099,501.0,345.0
15,0.4382879137992859,0.7932257056236267,0.798157811164856,1993.0,546.0,0.5173855423927307,0.758274257183075,0.7292759418487549,695.0,151.0
16,0.41469478607177734,0.8091768622398376,0.8014593124389648,2087.0,452.0,0.5948981642723083,0.7098108530044556,0.656940758228302,743.0,103.0
17,0.42214977741241455,0.8046475052833557,0.7989949584007263,2067.0,472.0,0.5296264290809631,0.7476359605789185,0.7456037402153015,636.0,210.0
18,0.39995482563972473,0.8202047944068909,0.8148722052574158,2104.0,435.0,0.5222429037094116,0.7464538812637329,0.7116751074790955,701.0,145.0
19,0.3787645995616913,0.8333989977836609,0.8242052793502808,2152.0,387.0,0.5315374732017517,0.7458629012107849,0.7441314458847046,634.0,212.0
20,0.39080020785331726,0.8231587409973145,0.8181465864181519,2110.0,429.0,0.5307695269584656,0.7505910396575928,0.7274678349494934,678.0,168.0
21,0.3538825809955597,0.848956286907196,0.8420849442481995,2181.0,358.0,0.5310158133506775,0.7505910396575928,0.7517814636230469,633.0,213.0
22,0.3685331344604492,0.8361559510231018,0.8306857943534851,2144.0,395.0,0.5175325274467468,0.7689125537872314,0.7642276287078857,658.0,188.0
23,0.33232173323631287,0.858211874961853,0.8499422669410706,2209.0,330.0,0.5339467525482178,0.7671394944190979,0.7665094137191772,650.0,196.0
24,0.328383207321167,0.8566364645957947,0.8492094278335571,2202.0,337.0,0.5505264401435852,0.7559101581573486,0.7440811991691589,660.0,186.0
25,0.32048499584198,0.8613627552986145,0.853837251663208,2214.0,325.0,0.5263550877571106,0.7695035338401794,0.760869562625885,665.0,181.0
26,0.3165578246116638,0.862741231918335,0.8531441688537598,2225.0,314.0,0.5713853240013123,0.7405437231063843,0.7814661264419556,565.0,281.0
27,0.30042973160743713,0.8678613901138306,0.8628593683242798,2221.0,318.0,0.5529974699020386,0.7565011978149414,0.7546948194503784,643.0,203.0
28,0.2928187847137451,0.873769223690033,0.8641596436500549,2252.0,287.0,0.6003543138504028,0.7559101581573486,0.7538101077079773,643.0,203.0
29,0.27247336506843567,0.8834186792373657,0.8765957355499268,2266.0,273.0,0.568876326084137,0.7570921778678894,0.7592371702194214,637.0,209.0
