Image,Write Pixel,Black Pixel
AdpG_00094-1,0.024937537180249852,0.9750624628197502
AdpG_00094-2,0.1410291493158834,0.8589708506841166
AdpG_00094-3,0.16991076740035693,0.8300892325996431
AdpG_00095-1,0.011612135633551457,0.9883878643664485
AdpG_00095-2,0.012480666270077335,0.9875193337299226
AdpG_00095-3,0.01142177275431291,0.9885782272456871
AdpG_00096-1,0.0419274241522903,0.9580725758477097
AdpG_00096-2,0.052010707911957166,0.9479892920880428
AdpG_00096-3,0.04855443188578227,0.9514455681142178
AdpG_00097-1,0.02139797739440809,0.9786020226055919
AdpG_00097-2,0.02428316478286734,0.9757168352171327
AdpG_00097-3,0.034979179060083285,0.9650208209399167
AdpG_00098-1,0.06866151100535396,0.931338488994646
AdpG_00098-2,0.0662819750148721,0.9337180249851279
AdpG_00098-3,0.10944080904223677,0.8905591909577633
AdpG_00099-1,0.09919690660321237,0.9008030933967877
AdpG_00099-2,0.06697204045211184,0.9330279595478882
AdpG_00099-3,0.09712076145151695,0.9028792385484831
AdpG_00100-1,0.045175490779298035,0.954824509220702
AdpG_00100-2,0.021766805472932776,0.9782331945270673
AdpG_00100-3,0.033848899464604405,0.9661511005353955
AdpG_00101-1,0.05018441403926235,0.9498155859607377
AdpG_00101-2,0.03967876264128495,0.9603212373587151
AdpG_00101-3,0.04659726353361095,0.9534027364663891
AdpG_00102-1,0.24819155264723378,0.7518084473527662
AdpG_00102-2,0.07595478881618084,0.9240452111838191
AdpG_00102-3,0.11020820939916716,0.8897917906008328
AdpG_00103-1,0.05105294467578822,0.9489470553242118
AdpG_00103-2,0.015008923259964307,0.9849910767400357
AdpG_00103-3,0.010749553837001784,0.9892504461629982
AdpG_00104-1,0.03622843545508626,0.9637715645449138
AdpG_00104-2,0.018483045806067817,0.9815169541939321
AdpG_00104-3,0.019922665080309338,0.9800773349196906
AdpG_00105-1,0.006841165972635336,0.9931588340273647
AdpG_00105-2,0.06422367638310529,0.9357763236168947
AdpG_00105-3,0.03556216537775134,0.9644378346222486
AdpG_00106-1,0.009696609161213563,0.9903033908387865
AdpG_00106-2,0.00710291493158834,0.9928970850684117
AdpG_00106-3,0.030160618679357525,0.9698393813206425
AdpG_00107-1,0.026787626412849496,0.9732123735871505
AdpG_00107-2,0.018970850684116598,0.9810291493158834
AdpG_00107-3,0.08879833432480666,0.9112016656751933
AdpG_00108-1,0.021594289113622843,0.9784057108863772
AdpG_00108-2,0.013063652587745389,0.9869363474122546
AdpG_00108-3,0.03662700773349197,0.9633729922665081
AdpG_00109-1,0.01607376561570494,0.983926234384295
AdpG_00109-2,0.042861392028554435,0.9571386079714456
AdpG_00109-3,0.03873884592504462,0.9612611540749554
AdpG_00110-1,0.046942296252230814,0.9530577037477692
AdpG_00110-2,0.04010113027959548,0.9598988697204045
AdpG_00110-3,0.028554431885782272,0.9714455681142178
AdpG_00111-1,0.02041046995835812,0.9795895300416418
AdpG_00111-2,0.028774538964901845,0.9712254610350981
AdpG_00111-3,0.02116597263533611,0.9788340273646639
AdpG_00112-1,0.0773051754907793,0.9226948245092207
AdpG_00112-2,0.04276026174895895,0.957239738251041
AdpG_00112-3,0.05318857822724569,0.9468114217727543
AdpG_00113-1,0.10031528851873885,0.8996847114812612
AdpG_00113-2,0.10811421772754314,0.8918857822724569
AdpG_00113-3,0.19224271267102916,0.8077572873289709
AdpG_00114-1,0.038798334324806664,0.9612016656751934
AdpG_00114-2,0.03154669839381321,0.9684533016061868
AdpG_00114-3,0.015002974419988102,0.9849970255800119
AdpG_00115-1,0.20031528851873884,0.7996847114812612
AdpG_00115-2,0.05337299226650803,0.946627007733492
AdpG_00115-3,0.18157644259369424,0.8184235574063058
AdpG_00116-1,0.15209994051160025,0.8479000594883997
AdpG_00116-2,0.05408090422367638,0.9459190957763236
AdpG_00116-3,0.06368828078524688,0.9363117192147531
AdpG_00117-1,0.12535395597858418,0.8746460440214159
AdpG_00117-2,0.05706127305175491,0.9429387269482451
AdpG_00117-3,0.051713265913146934,0.948286734086853
AdpG_00118-1,0.04411659726353361,0.9558834027364664
AdpG_00118-2,0.06403331350386675,0.9359666864961332
AdpG_00118-3,0.04604997025580012,0.9539500297441998
AdpG_00119-1,0.1676977989292088,0.8323022010707912
AdpG_00119-2,0.07811421772754312,0.9218857822724569
AdpG_00119-3,0.1123022010707912,0.8876977989292087
AdpG_00120-1,0.013331350386674599,0.9866686496133255
AdpG_00120-2,0.1043723973825104,0.8956276026174896
AdpG_00120-3,0.02240928019036288,0.9775907198096371
AdpG_00121-1,0.06290898274836407,0.9370910172516359
AdpG_00121-2,0.03634741225461035,0.9636525877453896
AdpG_00121-3,0.21173111243307555,0.7882688875669245
AdpG_00122-1,0.031635930993456275,0.9683640690065437
AdpG_00122-2,0.03981558596073766,0.9601844140392624
AdpG_00122-3,0.03738251041046996,0.9626174895895301
AdpG_00123-1,0.02652587745389649,0.9734741225461035
AdpG_00123-2,0.020339083878643666,0.9796609161213563
AdpG_00123-3,0.02997620464009518,0.9700237953599048
AdpG_00124-1,0.09712076145151695,0.9028792385484831
AdpG_00124-2,0.13143961927424153,0.8685603807257585
AdpG_00124-3,0.2066805472932778,0.7933194527067222
AdpG_00125-1,0.14548483045806068,0.8545151695419393
AdpG_00125-2,0.1011540749553837,0.8988459250446164
AdpG_00125-3,0.05786436644854254,0.9421356335514575
AdpG_00126-1,0.14175490779298036,0.8582450922070196
AdpG_00126-2,0.05175490779298037,0.9482450922070196
AdpG_00126-3,0.03440214158239143,0.9655978584176086
AdpG_00127-1,0.015169541939321832,0.9848304580606781
AdpG_00127-2,0.02611540749553837,0.9738845925044616
AdpG_00127-3,0.021457465794170138,0.9785425342058298
AdpG_00128-1,0.038637715645449135,0.9613622843545508
AdpG_00128-2,0.018054729327781082,0.9819452706722189
AdpG_00128-3,0.029952409280190363,0.9700475907198096
AdpG_00129-1,0.013854848304580607,0.9861451516954194
AdpG_00129-2,0.01633551457465794,0.983664485425342
AdpG_00129-3,0.01760261748958953,0.9823973825104104
AdpG_00130-1,0.008631766805472932,0.991368233194527
AdpG_00130-2,0.15433670434265317,0.8456632956573469
AdpG_00130-3,0.0036704342653182628,0.9963295657346818
AdpG_00131-1,0.12007138607971446,0.8799286139202855
AdpG_00131-2,0.14363474122546105,0.856365258774539
AdpG_00131-3,0.14675788221296848,0.8532421177870315
AdpG_00132-1,0.017608566329565735,0.9823914336704342
AdpG_00132-2,0.06939321832242713,0.9306067816775728
AdpG_00132-3,0.2766389054134444,0.7233610945865556
AdpG_00133-1,0.28712076145151694,0.712879238548483
AdpG_00133-2,0.12021415823914337,0.8797858417608566
AdpG_00133-3,0.2366745984533016,0.7633254015466984
AdpG_00134-1,0.045472932778108266,0.9545270672218917
AdpG_00134-2,0.020017846519928613,0.9799821534800713
AdpG_00134-3,0.015353955978584176,0.9846460440214159
AdpG_00135-1,0.11454491374182034,0.8854550862581797
AdpG_00135-2,0.21146341463414633,0.7885365853658537
AdpG_00135-3,0.1024509220701963,0.8975490779298037
AdpG_00136-1,0.05441998810232005,0.9455800118976799
AdpG_00136-2,0.14889351576442594,0.851106484235574
AdpG_00136-3,0.17082093991671624,0.8291790600832838
AdpG_00137-1,0.016728138013087448,0.9832718619869125
AdpG_00137-2,0.015175490779298037,0.984824509220702
AdpG_00137-3,0.01347412254610351,0.9865258774538965
AdpG_00138-1,0.0662879238548483,0.9337120761451517
AdpG_00138-2,0.055395597858417606,0.9446044021415824
AdpG_00138-3,0.037674003569303983,0.962325996430696
AdpG_00139-1,0.09261154074955384,0.9073884592504462
AdpG_00139-2,0.19699583581201666,0.8030041641879834
AdpG_00139-3,0.19644854253420582,0.8035514574657942
AdpG_00140-1,0.015252825698988698,0.9847471743010113
AdpG_00140-2,0.018185603807257585,0.9818143961927425
AdpG_00140-3,0.016121356335514574,0.9838786436644854
AdpG_00141-1,0.030565139797739442,0.9694348602022606
AdpG_00141-2,0.021481261154074956,0.978518738845925
AdpG_00141-3,0.025758477096966093,0.9742415229030339
AdpG_00142-1,0.06125520523497918,0.9387447947650208
AdpG_00142-2,0.04235574063057704,0.957644259369423
AdpG_00142-3,0.038607971445568115,0.9613920285544318
AdpG_00143-1,0.17881023200475907,0.8211897679952409
AdpG_00143-2,0.22709696609161215,0.7729030339083879
AdpG_00143-3,0.16966091612135634,0.8303390838786436
AdpG_00144-1,0.04642474717430101,0.953575252825699
AdpG_00144-2,0.04001784651992862,0.9599821534800714
AdpG_00144-3,0.047209994051160026,0.95279000594884
AdpG_00145-1,0.20722189173111244,0.7927781082688876
AdpG_00145-2,0.15180844735276622,0.8481915526472338
AdpG_00145-3,0.14856632956573468,0.8514336704342653
AdpG_00146-1,0.21016656751933374,0.7898334324806663
AdpG_00146-2,0.18148720999405116,0.8185127900059488
AdpG_00146-3,0.2024211778703153,0.7975788221296847
AdpG_00147-1,0.04713860797144557,0.9528613920285545
AdpG_00147-2,0.00314098750743605,0.9968590124925639
AdpG_00147-3,0.03367043426531826,0.9663295657346818
AdpG_00148-1,0.11685901249256395,0.8831409875074361
AdpG_00148-2,0.07433670434265319,0.9256632956573468
AdpG_00148-3,0.10571683521713265,0.8942831647828673
AdpG_00149-1,0.07593099345627603,0.9240690065437239
AdpG_00149-2,0.057989292088042835,0.9420107079119572
AdpG_00149-3,0.06521713265913147,0.9347828673408686
AdpG_00150-1,0.036377156454491376,0.9636228435455086
AdpG_00150-2,0.034503271861986914,0.9654967281380131
AdpG_00150-3,0.038215348007138605,0.9617846519928615
AdpG_00151-1,0.062111838191552644,0.9378881618084474
AdpG_00151-2,0.09017251635930994,0.9098274836406901
AdpG_00151-3,0.1784354550862582,0.8215645449137419
AdpG_00152-1,0.012034503271861986,0.987965496728138
AdpG_00152-2,0.14039857227840571,0.8596014277215943
AdpG_00152-3,0.14455086258179656,0.8554491374182034
AdpG_00153-1,0.062379535990481856,0.9376204640095182
AdpG_00153-2,0.23881023200475907,0.761189767995241
AdpG_00153-3,0.019131469363474124,0.9808685306365259
AdpG_00154-1,0.04890541344437835,0.9510945865556216
AdpG_00154-2,0.0014098750743604996,0.9985901249256395
AdpG_00154-3,0.09770969660916122,0.9022903033908388
AdpG_00155-1,0.09208209399167162,0.9079179060083283
AdpG_00155-2,0.04527662105889352,0.9547233789411065
AdpG_00155-3,0.10681737061273051,0.8931826293872694
AdpG_00156-1,0.11059488399762046,0.8894051160023795
AdpG_00156-2,0.1511243307555027,0.8488756692444973
AdpG_00156-3,0.03356335514574658,0.9664366448542534
AdpG_00157-1,0.019625223081499107,0.980374776918501
AdpG_00157-2,0.011207614515169542,0.9887923854848305
AdpG_00157-3,0.015669244497323022,0.984330755502677
AdpG_00158-1,0.06135633551457466,0.9386436644854254
AdpG_00158-2,0.051261154074955385,0.9487388459250446
AdpG_00158-3,0.07475907198096371,0.9252409280190363
AdpG_00159-1,0.13665080309339678,0.8633491969066032
AdpG_00159-2,0.14082688875669244,0.8591731112433075
AdpG_00159-3,0.24562165377751338,0.7543783462224867
AdpG_00160-1,0.08162998215348007,0.91837001784652
AdpG_00160-2,0.04543723973825104,0.9545627602617489
AdpG_00160-3,0.20030933967876263,0.7996906603212374
AdpG_00161-1,0.032682926829268294,0.9673170731707317
AdpG_00161-2,0.030136823319452707,0.9698631766805473
AdpG_00161-3,0.04323616894705532,0.9567638310529447
AdpG_00162-1,0.002284354550862582,0.9977156454491374
AdpG_00162-2,0.026638905413444377,0.9733610945865556
AdpG_00162-3,0.035847709696609165,0.9641522903033908
AdpG_00163-1,0.00967876264128495,0.990321237358715
AdpG_00163-2,0.010529446757882213,0.9894705532421177
AdpG_00163-3,0.08791790600832837,0.9120820939916716
AdpG_00164-1,0.03603807257584771,0.9639619274241523
AdpG_00164-2,0.030226055919095777,0.9697739440809042
AdpG_00164-3,0.038322427126710294,0.9616775728732897
AdpG_00165-1,0.1324390243902439,0.8675609756097561
AdpG_00165-2,0.081540749553837,0.9184592504461631
AdpG_00165-3,0.05776918500892326,0.9422308149910767
AdpG_00166-1,0.07227245687091018,0.9277275431290898
AdpG_00166-2,0.042682926829268296,0.9573170731707317
AdpG_00166-3,0.037263533610945865,0.9627364663890541
AdpG_00167-1,0.06662700773349196,0.933372992266508
AdpG_00167-2,0.19838191552647233,0.8016180844735277
